"LOCATION","Country","INDICATOR","Indicator","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2008","2008",35,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2009","2009",49,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2010","2010",72,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2011","2011",78,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2012","2012",76,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2013","2013",74,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2014","2014",70,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2015","2015",84,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2016","2016",85,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2017","2017",87.076941986435,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2018","2018",88.453701881428,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2019","2019",90.285802861583,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2020","2020",91.981649197336,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2021","2021",93.894559954045,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2022","2022",96.211234588722,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2023","2023",98.648146472385,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2024","2024",101.186302464907,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2025","2025",103.77379998971,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","THND_TONNE","Thousand tonnes","A","Annual","2026","2026",106.530626056185,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1990","1990",133,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1991","1991",133,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1992","1992",136,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1993","1993",135,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1994","1994",136,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1995","1995",139,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1996","1996",133,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1997","1997",108,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1998","1998",82,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1999","1999",113,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2000","2000",110,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2001","2001",103,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2002","2002",113,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2003","2003",127,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2004","2004",132,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2005","2005",131,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2006","2006",152,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2007","2007",185,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2008","2008",182,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2009","2009",188,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2010","2010",208,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2011","2011",237,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2012","2012",275,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2013","2013",303,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2014","2014",303,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2015","2015",305,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2016","2016",293,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2017","2017",296.01894528999,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2018","2018",293.96147804271,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2019","2019",296.670383164582,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2020","2020",302.091391353616,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2021","2021",306.952750611415,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2022","2022",308.632539913564,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2023","2023",311.960415242692,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2024","2024",316.924675104139,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2025","2025",321.998962894888,,
"COL","Colombia","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2026","2026",325.902309333551,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1991","1991",88.221002086163,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1992","1992",72.144999564141,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1993","1993",72.119998912215,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1994","1994",92.781003382564,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1995","1995",88.376906602535,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1996","1996",71.588912264977,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1997","1997",65.845909880791,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1998","1998",58.252911102686,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","1999","1999",55.357909701977,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2000","2000",59.165911519918,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2001","2001",59.087911624227,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2002","2002",58.379998435378,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2003","2003",56.664001331791,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2004","2004",55.05708922514,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2005","2005",52.381909798834,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2006","2006",51.266,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2007","2007",53.162,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2008","2008",50.150090630448,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2009","2009",48.15,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2010","2010",48.154091920516,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2011","2011",51.154,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2012","2012",56.154,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2013","2013",57.154,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2014","2014",57.154091229535,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2015","2015",59.154090665244,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2016","2016",60.154250882529,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2017","2017",60.116970561992,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2018","2018",60.696837469609,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2019","2019",61.49588130585,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2020","2020",62.089130976473,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2021","2021",62.527376607622,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2022","2022",62.977029254525,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2023","2023",63.513580953363,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2024","2024",64.109265773275,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2025","2025",64.65803506365,,
"ARG","Argentina","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","THND_TONNE","Thousand tonnes","A","Annual","2026","2026",65.091410762849,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1990","1990",64,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1991","1991",82,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1992","1992",69,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1993","1993",76,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1994","1994",103,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1995","1995",94,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1996","1996",107,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1997","1997",116,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1998","1998",113,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1999","1999",113,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2000","2000",142,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2001","2001",133,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2002","2002",159,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2003","2003",167,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2004","2004",170,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2005","2005",159,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2006","2006",211,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2007","2007",197,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2008","2008",238,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2009","2009",186,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2010","2010",201,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2011","2011",212,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2012","2012",212,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2013","2013",230,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2014","2014",231,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2015","2015",233,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2016","2016",233,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2017","2017",237.916098555525,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2018","2018",242.02010768022,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2019","2019",245.520769966468,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2020","2020",249.353735032741,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2021","2021",253.538499190402,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2022","2022",257.936848334757,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2023","2023",262.156530349448,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2024","2024",266.539958380986,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2025","2025",270.783743385597,,
"ISR","Israel","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2026","2026",274.33683552997,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1990","1990",24,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1991","1991",25,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1992","1992",27,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1993","1993",29,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1994","1994",28,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1995","1995",25,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1996","1996",29,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1997","1997",29,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1998","1998",32,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","1999","1999",31,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2000","2000",40,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2001","2001",40,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2002","2002",42,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2003","2003",42,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2004","2004",42,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2005","2005",45,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2006","2006",46,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2007","2007",45,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2008","2008",45,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2009","2009",47,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2010","2010",47,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2011","2011",50,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2012","2012",51,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2013","2013",51,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2014","2014",53,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2015","2015",53,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2016","2016",53,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2017","2017",53.804974675793,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2018","2018",54.640844679693,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2019","2019",55.433087002057,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2020","2020",56.245368435511,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2021","2021",57.062219760573,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2022","2022",57.919760681647,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2023","2023",58.816018438381,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2024","2024",59.644709421349,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2025","2025",60.530077665693,,
"HTI","Haiti","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","THND_TONNE","Thousand tonnes","A","Annual","2026","2026",61.449712591537,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1990","1990",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1991","1991",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1992","1992",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1993","1993",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1994","1994",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1995","1995",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1996","1996",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1997","1997",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1998","1998",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","1999","1999",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2000","2000",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2001","2001",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2002","2002",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2003","2003",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2004","2004",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2005","2005",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2006","2006",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2007","2007",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2008","2008",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2009","2009",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2010","2010",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2011","2011",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2012","2012",3,,
"DZA","Algeria","MEATCONSUMP","Meat consumption","PIG","Pork meat","THND_TONNE","Thousand tonnes","A","Annual","2013","2013",3,,
